outbreak_setting,causative_agent,month,duration
LTCH,Enterovirus/Rhinovirus,Jul,11
Hospital-Acute Care,COVID-19,Jul,9
Hospital-Psychiatric,COVID-19,Jul,25
LTCH,COVID-19,Jul,64
LTCH,Metapneumovirus,Jul,11
Retirement Home,COVID-19,Jul,36
LTCH,COVID-19,Jul,36
Retirement Home,COVID-19,Jul,27
LTCH,COVID-19,Jul,21
LTCH,Metapneumovirus,Jul,16
Retirement Home,COVID-19,Jul,14
LTCH,COVID-19,Jul,30
LTCH,COVID-19,Jul,44
LTCH,COVID-19,Jul,17
LTCH,COVID-19,Jul,38
LTCH,COVID-19,Jul,60
Hospital-Chronic Care,COVID-19,Jul,10
Hospital-Chronic Care,COVID-19,Jul,34
LTCH,Enterovirus/Rhinovirus,Jun,5
LTCH,COVID-19,Jun,77
Hospital-Acute Care,COVID-19,Jun,10
Hospital-Psychiatric,COVID-19,Jun,6
LTCH,COVID-19,Jun,40
LTCH,COVID-19,Jun,23
LTCH,COVID-19,Jun,77
Hospital-Acute Care,COVID-19,Jun,13
Retirement Home,Enterovirus/Rhinovirus,Jun,12
LTCH,COVID-19,Jun,7
Hospital-Chronic Care,COVID-19,Jun,17
LTCH,COVID-19,Jun,27
Retirement Home,COVID-19,Jun,40
LTCH,COVID-19,Jun,21
LTCH,COVID-19,Jun,44
LTCH,Enterovirus/Rhinovirus,Jun,22
LTCH,COVID-19,Jun,27
Retirement Home,COVID-19,Jun,16
LTCH,COVID-19,Jun,28
Hospital-Acute Care,COVID-19,Jun,22
Hospital-Acute Care,COVID-19,Jun,11
Retirement Home,COVID-19,Jun,22
Hospital-Chronic Care,COVID-19,Jun,11
LTCH,COVID-19,Jun,21
Hospital-Psychiatric,COVID-19,Jun,9
LTCH,COVID-19,Jun,15
LTCH,COVID-19,Jun,41
Retirement Home,COVID-19,Jun,11
LTCH,COVID-19,Jun,66
Hospital-Acute Care,COVID-19,Jun,13
LTCH,COVID-19,Jun,10
LTCH,COVID-19,Jun,80
Hospital-Acute Care,COVID-19,Jun,20
LTCH,COVID-19,Jun,17
LTCH,COVID-19,Jun,25
LTCH,Influenza,Jun,29
Hospital-Acute Care,Enterovirus/Rhinovirus,Jun,11
LTCH,Enterovirus/Rhinovirus,Jun,9
LTCH,COVID-19,Jun,8
LTCH,COVID-19,Jun,58
LTCH,COVID-19,Jun,66
LTCH,COVID-19,Jun,13
Hospital-Acute Care,COVID-19,Jun,12
LTCH,Coronavirus,Jun,9
LTCH,COVID-19,Jun,57
LTCH,Enterovirus/Rhinovirus,Jun,9
LTCH,COVID-19,Jun,35
Hospital-Acute Care,COVID-19,Jun,11
Hospital-Chronic Care,COVID-19,Jun,15
LTCH,Coronavirus,Jun,10
LTCH,COVID-19,Jun,13
Hospital-Chronic Care,COVID-19,Jun,24
Retirement Home,Respiratory syncytial virus,Jun,6
LTCH,Coronavirus,Jun,8
LTCH,COVID-19,Jun,18
Hospital-Psychiatric,COVID-19,May,10
Retirement Home,COVID-19,May,13
LTCH,COVID-19,May,45
Retirement Home,COVID-19,May,24
LTCH,COVID-19,May,26
Hospital-Chronic Care,COVID-19,May,10
Hospital-Acute Care,COVID-19,May,10
LTCH,COVID-19,May,12
Retirement Home,COVID-19,May,21
LTCH,COVID-19,May,10
LTCH,COVID-19,May,72
LTCH,COVID-19,May,25
LTCH,COVID-19,May,18
LTCH,COVID-19,May,11
LTCH,COVID-19,May,48
LTCH,COVID-19,May,18
Retirement Home,COVID-19,May,27
LTCH,COVID-19,May,9
LTCH,COVID-19,May,9
Retirement Home,COVID-19,May,14
Hospital-Acute Care,COVID-19,May,11
LTCH,COVID-19,May,11
Hospital-Acute Care,COVID-19,May,15
Hospital-Acute Care,COVID-19,May,16
Hospital-Acute Care,COVID-19,May,9
LTCH,COVID-19,May,10
Retirement Home,COVID-19,May,16
LTCH,COVID-19,May,13
LTCH,COVID-19,May,21
LTCH,COVID-19,May,97
LTCH,COVID-19,May,14
LTCH,COVID-19,May,10
Hospital-Acute Care,COVID-19,May,9
Hospital-Chronic Care,COVID-19,May,10
Hospital-Chronic Care,COVID-19,May,16
Retirement Home,COVID-19,May,11
Hospital-Acute Care,COVID-19,May,5
LTCH,Coronavirus,May,18
LTCH,COVID-19,May,20
LTCH,COVID-19,May,29
Hospital-Acute Care,COVID-19,May,7
LTCH,Coronavirus,May,12
LTCH,COVID-19,May,18
LTCH,COVID-19,May,17
Hospital-Chronic Care,COVID-19,May,11
LTCH,COVID-19,May,17
LTCH,Coronavirus,May,11
LTCH,COVID-19,May,21
Hospital-Chronic Care,COVID-19,May,15
Retirement Home,COVID-19,May,15
LTCH,COVID-19,May,11
LTCH,Influenza,May,9
Hospital-Acute Care,COVID-19,May,15
Retirement Home,Coronavirus,May,14
LTCH,COVID-19,May,9
Retirement Home,COVID-19,May,8
Hospital-Chronic Care,COVID-19,May,17
LTCH,COVID-19,May,9
LTCH,COVID-19,May,23
Hospital-Acute Care,COVID-19,May,10
Hospital-Acute Care,COVID-19,May,16
LTCH,COVID-19,May,26
LTCH,COVID-19,May,13
Retirement Home,COVID-19,May,16
Retirement Home,COVID-19,May,22
LTCH,COVID-19,May,22
Retirement Home,COVID-19,May,16
Hospital-Chronic Care,COVID-19,May,7
LTCH,COVID-19,May,28
Hospital-Chronic Care,COVID-19,May,22
Hospital-Psychiatric,COVID-19,May,10
LTCH,COVID-19,May,18
LTCH,COVID-19,May,54
Hospital-Acute Care,COVID-19,May,35
Hospital-Chronic Care,COVID-19,May,17
LTCH,COVID-19,May,39
LTCH,COVID-19,May,25
Retirement Home,COVID-19,May,19
LTCH,COVID-19,May,23
LTCH,Norovirus,May,16
Hospital-Chronic Care,COVID-19,May,19
LTCH,COVID-19,May,36
LTCH,Metapneumovirus,May,17
LTCH,COVID-19,May,14
Hospital-Acute Care,COVID-19,May,9
LTCH,COVID-19,May,6
Retirement Home,COVID-19,May,21
Retirement Home,COVID-19,May,22
Hospital-Chronic Care,COVID-19,May,23
LTCH,COVID-19,Apr,55
Retirement Home,COVID-19,Apr,26
LTCH,COVID-19,Apr,17
Hospital-Chronic Care,COVID-19,Apr,11
Hospital-Acute Care,COVID-19,Apr,13
LTCH,COVID-19,Apr,27
Hospital-Acute Care,COVID-19,Apr,14
Hospital-Acute Care,COVID-19,Apr,11
LTCH,COVID-19,Apr,37
Hospital-Acute Care,COVID-19,Apr,11
Retirement Home,COVID-19,Apr,19
Retirement Home,COVID-19,Apr,32
LTCH,COVID-19,Apr,48
LTCH,COVID-19,Apr,10
Hospital-Psychiatric,COVID-19,Apr,23
LTCH,COVID-19,Apr,10
LTCH,COVID-19,Apr,17
Hospital-Acute Care,COVID-19,Apr,9
Hospital-Psychiatric,COVID-19,Apr,13
LTCH,COVID-19,Apr,16
LTCH,COVID-19,Apr,9
Hospital-Acute Care,COVID-19,Apr,12
Retirement Home,COVID-19,Apr,14
Hospital-Acute Care,COVID-19,Apr,20
Hospital-Chronic Care,COVID-19,Apr,13
Retirement Home,COVID-19,Apr,13
LTCH,Enterovirus/Rhinovirus,Apr,12
LTCH,Influenza,Apr,13
Hospital-Chronic Care,COVID-19,Apr,17
LTCH,COVID-19,Apr,11
Hospital-Acute Care,COVID-19,Apr,15
Hospital-Acute Care,COVID-19,Apr,33
Hospital-Acute Care,COVID-19,Apr,14
Hospital-Chronic Care,COVID-19,Apr,12
Hospital-Psychiatric,COVID-19,Apr,19
LTCH,COVID-19,Apr,28
LTCH,COVID-19,Apr,27
LTCH,COVID-19,Apr,26
LTCH,COVID-19,Apr,15
Hospital-Psychiatric,COVID-19,Apr,17
LTCH,COVID-19,Apr,6
LTCH,Influenza,Apr,12
Retirement Home,COVID-19,Apr,25
LTCH,COVID-19,Apr,10
Retirement Home,COVID-19,Apr,16
Retirement Home,COVID-19,Apr,8
Hospital-Chronic Care,COVID-19,Apr,17
Hospital-Acute Care,COVID-19,Apr,23
LTCH,COVID-19,Apr,13
Hospital-Acute Care,COVID-19,Apr,16
LTCH,COVID-19,Apr,12
Retirement Home,COVID-19,Apr,35
Retirement Home,COVID-19,Apr,11
Hospital-Chronic Care,COVID-19,Apr,9
Retirement Home,COVID-19,Apr,27
LTCH,COVID-19,Apr,61
Hospital-Acute Care,COVID-19,Apr,9
LTCH,COVID-19,Apr,9
Hospital-Chronic Care,COVID-19,Apr,11
Hospital-Psychiatric,COVID-19,Apr,14
LTCH,COVID-19,Apr,53
Retirement Home,COVID-19,Apr,58
Hospital-Chronic Care,COVID-19,Apr,13
Hospital-Acute Care,COVID-19,Apr,18
LTCH,COVID-19,Apr,57
LTCH,COVID-19,Apr,37
Retirement Home,COVID-19,Apr,13
Retirement Home,COVID-19,Apr,35
Hospital-Acute Care,COVID-19,Apr,13
Hospital-Acute Care,COVID-19,Apr,19
Hospital-Acute Care,COVID-19,Apr,10
Hospital-Acute Care,COVID-19,Apr,17
Hospital-Acute Care,COVID-19,Apr,9
LTCH,COVID-19,Apr,49
Retirement Home,COVID-19,Apr,19
Hospital-Acute Care,COVID-19,Apr,17
LTCH,COVID-19,Apr,18
LTCH,Coronavirus,Apr,6
LTCH,COVID-19,Apr,17
LTCH,COVID-19,Apr,25
Retirement Home,COVID-19,Apr,13
Retirement Home,COVID-19,Apr,20
LTCH,Coronavirus,Apr,16
Retirement Home,COVID-19,Apr,29
Hospital-Chronic Care,COVID-19,Apr,18
Hospital-Chronic Care,COVID-19,Apr,12
Retirement Home,COVID-19,Apr,28
Hospital-Psychiatric,COVID-19,Apr,14
LTCH,COVID-19,Apr,13
Hospital-Chronic Care,COVID-19,Apr,10
LTCH,COVID-19,Apr,26
LTCH,COVID-19,Apr,61
LTCH,COVID-19,Apr,32
Hospital-Acute Care,COVID-19,Apr,9
Retirement Home,COVID-19,Apr,8
Hospital-Acute Care,COVID-19,Apr,10
Hospital-Acute Care,COVID-19,Apr,11
Retirement Home,COVID-19,Apr,37
Retirement Home,COVID-19,Apr,23
LTCH,COVID-19,Apr,37
Hospital-Acute Care,COVID-19,Apr,14
Hospital-Chronic Care,COVID-19,Apr,22
LTCH,COVID-19,Mar,11
Retirement Home,COVID-19,Mar,17
LTCH,COVID-19,Mar,11
LTCH,COVID-19,Mar,41
LTCH,COVID-19,Mar,62
Hospital-Acute Care,COVID-19,Mar,12
Hospital-Acute Care,COVID-19,Mar,6
LTCH,COVID-19,Mar,34
Retirement Home,COVID-19,Mar,23
LTCH,COVID-19,Mar,52
LTCH,COVID-19,Mar,42
LTCH,Norovirus,Mar,5
LTCH,COVID-19,Mar,46
Retirement Home,COVID-19,Mar,35
LTCH,COVID-19,Mar,32
LTCH,COVID-19,Mar,53
LTCH,COVID-19,Mar,26
Hospital-Acute Care,COVID-19,Mar,33
Retirement Home,COVID-19,Mar,29
Hospital-Acute Care,COVID-19,Mar,6
LTCH,COVID-19,Mar,56
Retirement Home,COVID-19,Mar,13
LTCH,COVID-19,Mar,63
Hospital-Psychiatric,COVID-19,Mar,10
LTCH,COVID-19,Mar,21
Hospital-Chronic Care,COVID-19,Mar,21
Retirement Home,COVID-19,Mar,12
LTCH,COVID-19,Mar,35
LTCH,Respiratory syncytial virus,Mar,10
LTCH,COVID-19,Mar,10
LTCH,COVID-19,Mar,11
LTCH,COVID-19,Mar,26
LTCH,COVID-19,Mar,43
Hospital-Acute Care,COVID-19,Mar,1
LTCH,COVID-19,Mar,58
Hospital-Acute Care,COVID-19,Mar,13
Retirement Home,COVID-19,Mar,80
LTCH,COVID-19,Mar,19
LTCH,Norovirus,Mar,16
Hospital-Acute Care,COVID-19,Mar,11
LTCH,COVID-19,Mar,24
LTCH,COVID-19,Mar,23
Hospital-Chronic Care,COVID-19,Mar,15
LTCH,Norovirus,Mar,12
LTCH,COVID-19,Mar,29
LTCH,Enterovirus/Rhinovirus,Mar,11
Hospital-Acute Care,COVID-19,Mar,12
LTCH,Respiratory syncytial virus,Feb,7
Hospital-Chronic Care,COVID-19,Feb,24
Hospital-Acute Care,COVID-19,Feb,11
LTCH,COVID-19,Feb,12
LTCH,COVID-19,Feb,10
Hospital-Acute Care,COVID-19,Feb,13
LTCH,COVID-19,Feb,51
Hospital-Acute Care,COVID-19,Feb,10
LTCH,COVID-19,Feb,16
Retirement Home,COVID-19,Feb,33
Hospital-Chronic Care,COVID-19,Feb,21
Hospital-Chronic Care,COVID-19,Feb,23
Hospital-Chronic Care,COVID-19,Feb,16
LTCH,COVID-19,Feb,18
LTCH,COVID-19,Feb,23
LTCH,COVID-19,Feb,26
Hospital-Chronic Care,COVID-19,Feb,9
Retirement Home,COVID-19,Feb,18
Hospital-Chronic Care,COVID-19,Feb,11
Hospital-Chronic Care,COVID-19,Feb,16
Hospital-Acute Care,COVID-19,Feb,16
LTCH,COVID-19,Feb,9
Hospital-Acute Care,COVID-19,Feb,12
Hospital-Acute Care,COVID-19,Feb,13
Retirement Home,COVID-19,Jan,22
Retirement Home,COVID-19,Jan,11
LTCH,COVID-19,Jan,22
LTCH,COVID-19,Jan,16
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Chronic Care,COVID-19,Jan,10
Hospital-Acute Care,COVID-19,Jan,9
Retirement Home,COVID-19,Jan,16
Hospital-Acute Care,COVID-19,Jan,16
Hospital-Acute Care,COVID-19,Jan,7
Hospital-Acute Care,COVID-19,Jan,21
LTCH,COVID-19,Jan,30
LTCH,COVID-19,Jan,24
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,9
Hospital-Acute Care,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Chronic Care,COVID-19,Jan,13
Hospital-Chronic Care,COVID-19,Jan,12
Hospital-Chronic Care,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Acute Care,COVID-19,Jan,20
Hospital-Acute Care,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,13
Hospital-Acute Care,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,5
Hospital-Acute Care,COVID-19,Jan,9
Retirement Home,COVID-19,Jan,26
Hospital-Chronic Care,COVID-19,Jan,13
Hospital-Chronic Care,COVID-19,Jan,8
Hospital-Chronic Care,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,12
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Chronic Care,COVID-19,Jan,17
Hospital-Chronic Care,COVID-19,Jan,12
LTCH,COVID-19,Jan,10
Hospital-Chronic Care,COVID-19,Jan,13
Hospital-Chronic Care,COVID-19,Jan,21
Hospital-Chronic Care,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,21
Retirement Home,COVID-19,Jan,25
Hospital-Chronic Care,COVID-19,Jan,6
Retirement Home,COVID-19,Jan,6
LTCH,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,22
Hospital-Chronic Care,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,31
Hospital-Acute Care,COVID-19,Jan,12
Hospital-Acute Care,COVID-19,Jan,23
Hospital-Acute Care,COVID-19,Jan,13
Retirement Home,COVID-19,Jan,23
Retirement Home,COVID-19,Jan,20
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Acute Care,COVID-19,Jan,16
Hospital-Chronic Care,COVID-19,Jan,12
LTCH,COVID-19,Jan,27
Hospital-Chronic Care,COVID-19,Jan,11
Hospital-Chronic Care,COVID-19,Jan,14
LTCH,COVID-19,Jan,11
Hospital-Chronic Care,COVID-19,Jan,22
Hospital-Chronic Care,COVID-19,Jan,21
Hospital-Acute Care,COVID-19,Jan,19
LTCH,COVID-19,Jan,31
Hospital-Chronic Care,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,16
Hospital-Acute Care,COVID-19,Jan,26
Hospital-Chronic Care,COVID-19,Jan,26
Hospital-Acute Care,COVID-19,Jan,9
Hospital-Acute Care,COVID-19,Jan,9
Hospital-Acute Care,COVID-19,Jan,24
Hospital-Acute Care,COVID-19,Jan,18
Hospital-Acute Care,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,15
Retirement Home,COVID-19,Jan,39
Retirement Home,COVID-19,Jan,18
LTCH,COVID-19,Jan,25
Retirement Home,COVID-19,Jan,32
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Acute Care,COVID-19,Jan,10
Hospital-Acute Care,COVID-19,Jan,34
Hospital-Acute Care,COVID-19,Jan,14
Hospital-Chronic Care,COVID-19,Jan,16
Hospital-Chronic Care,COVID-19,Jan,15
LTCH,COVID-19,Jan,41
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Chronic Care,COVID-19,Jan,9
LTCH,COVID-19,Jan,13
Hospital-Acute Care,COVID-19,Jan,12
Hospital-Chronic Care,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,17
Hospital-Chronic Care,COVID-19,Jan,35
LTCH,COVID-19,Jan,21
Hospital-Chronic Care,COVID-19,Jan,19
Retirement Home,COVID-19,Jan,38
Hospital-Acute Care,COVID-19,Jan,23
Hospital-Chronic Care,COVID-19,Jan,12
LTCH,COVID-19,Jan,17
LTCH,COVID-19,Jan,15
Hospital-Acute Care,COVID-19,Jan,11
Hospital-Acute Care,COVID-19,Jan,22
Hospital-Chronic Care,COVID-19,Jan,10
Retirement Home,COVID-19,Jan,27
Hospital-Chronic Care,COVID-19,Jan,22
Hospital-Acute Care,COVID-19,Jan,9
Hospital-Acute Care,COVID-19,Jan,12
Hospital-Acute Care,COVID-19,Jan,14
Retirement Home,COVID-19,Jan,20
Hospital-Acute Care,COVID-19,Jan,14
Hospital-Acute Care,COVID-19,Jan,37
LTCH,COVID-19,Jan,15
LTCH,COVID-19,Jan,49
Hospital-Chronic Care,COVID-19,Jan,15
Hospital-Chronic Care,COVID-19,Jan,27
LTCH,COVID-19,Jan,41
Hospital-Chronic Care,COVID-19,Jan,20
Hospital-Chronic Care,COVID-19,Jan,12
LTCH,COVID-19,Jan,17
Hospital-Chronic Care,COVID-19,Jan,25
Hospital-Acute Care,COVID-19,Jan,13
Hospital-Acute Care,COVID-19,Jan,16
Hospital-Chronic Care,COVID-19,Jan,32
Retirement Home,COVID-19,Jan,18
Hospital-Chronic Care,COVID-19,Jan,24
Hospital-Acute Care,COVID-19,Jan,30
Retirement Home,COVID-19,Jan,38
LTCH,COVID-19,Dec,34
LTCH,COVID-19,Dec,11
LTCH,COVID-19,Dec,7
LTCH,Parainfluenza,Dec,17
Hospital-Acute Care,COVID-19,Dec,7
Retirement Home,COVID-19,Dec,16
Retirement Home,Respiratory syncytial virus,Dec,8
LTCH,Respiratory syncytial virus,Dec,28
LTCH,Respiratory syncytial virus,Dec,19
LTCH,Respiratory syncytial virus,Dec,19
LTCH,Coronavirus,Dec,14
LTCH,Metapneumovirus,Dec,18
Retirement Home,COVID-19,Dec,21
LTCH,Influenza,Dec,15
LTCH,Respiratory syncytial virus,Dec,25
LTCH,Influenza,Dec,11
LTCH,COVID-19,Dec,8
Hospital-Chronic Care,COVID-19,Dec,11
Retirement Home,COVID-19,Dec,49
LTCH,COVID-19,Dec,21
LTCH,COVID-19,Dec,26
Retirement Home,Norovirus,Dec,26
LTCH,Coronavirus,Dec,2
Retirement Home,COVID-19,Dec,12
LTCH,COVID-19,Dec,12
Retirement Home,COVID-19,Dec,13
Hospital-Chronic Care,Influenza,Dec,9
Retirement Home,COVID-19,Dec,12
LTCH,COVID-19,Dec,19
Hospital-Chronic Care,COVID-19,Dec,17
Hospital-Chronic Care,COVID-19,Dec,10
LTCH,Metapneumovirus,Dec,19
Hospital-Psychiatric,COVID-19,Dec,13
LTCH,COVID-19,Dec,24
LTCH,COVID-19,Dec,22
Retirement Home,COVID-19,Dec,13
LTCH,Influenza,Dec,9
Hospital-Chronic Care,COVID-19,Dec,13
LTCH,Influenza,Dec,17
Retirement Home,COVID-19,Dec,8
Hospital-Chronic Care,COVID-19,Dec,11
Retirement Home,COVID-19,Dec,29
Hospital-Chronic Care,COVID-19,Dec,15
Retirement Home,COVID-19,Dec,6
Retirement Home,COVID-19,Dec,7
Retirement Home,COVID-19,Dec,8
Hospital-Chronic Care,Metapneumovirus,Dec,8
Hospital-Chronic Care,COVID-19,Dec,7
Hospital-Chronic Care,Norovirus,Dec,9
LTCH,COVID-19,Dec,12
Retirement Home,Influenza,Dec,24
LTCH,COVID-19,Dec,21
LTCH,Respiratory syncytial virus,Dec,15
Retirement Home,COVID-19,Dec,14
Hospital-Chronic Care,COVID-19,Dec,13
Hospital-Chronic Care,COVID-19,Dec,11
LTCH,Influenza,Dec,11
LTCH,COVID-19,Dec,27
LTCH,COVID-19,Dec,13
Hospital-Chronic Care,Influenza,Dec,8
LTCH,COVID-19,Dec,25
Hospital-Psychiatric,COVID-19,Dec,8
LTCH,COVID-19,Dec,10
Retirement Home,COVID-19,Dec,7
Hospital-Acute Care,COVID-19,Dec,9
Retirement Home,COVID-19,Dec,36
Hospital-Chronic Care,COVID-19,Dec,14
LTCH,COVID-19,Dec,22
LTCH,COVID-19,Dec,31
LTCH,COVID-19,Dec,9
LTCH,Influenza,Dec,20
LTCH,COVID-19,Dec,6
Hospital-Chronic Care,COVID-19,Dec,8
LTCH,Influenza,Dec,10
LTCH,COVID-19,Dec,25
LTCH,COVID-19,Dec,15
LTCH,COVID-19,Dec,7
LTCH,COVID-19,Dec,43
LTCH,COVID-19,Dec,24
Hospital-Acute Care,COVID-19,Dec,13
Retirement Home,COVID-19,Dec,21
Retirement Home,COVID-19,Dec,28
LTCH,COVID-19,Dec,20
Retirement Home,COVID-19,Dec,7
Hospital-Acute Care,COVID-19,Dec,8
LTCH,COVID-19,Dec,9
Hospital-Chronic Care,COVID-19,Dec,8
Hospital-Acute Care,COVID-19,Dec,15
Retirement Home,COVID-19,Dec,12
LTCH,COVID-19,Dec,11
LTCH,COVID-19,Dec,8
Hospital-Chronic Care,COVID-19,Dec,10
LTCH,COVID-19,Dec,44
Retirement Home,COVID-19,Dec,13
LTCH,COVID-19,Dec,23
LTCH,COVID-19,Dec,12
LTCH,COVID-19,Dec,6
Hospital-Acute Care,COVID-19,Dec,20
Hospital-Acute Care,COVID-19,Dec,18
Hospital-Acute Care,COVID-19,Dec,18
Hospital-Chronic Care,COVID-19,Dec,11
LTCH,COVID-19,Dec,42
LTCH,Influenza,Dec,15
Hospital-Chronic Care,Influenza,Dec,13
LTCH,COVID-19,Dec,11
Hospital-Psychiatric,COVID-19,Dec,7
LTCH,Influenza,Dec,16
LTCH,COVID-19,Dec,13
LTCH,COVID-19,Dec,35
LTCH,COVID-19,Dec,13
Hospital-Acute Care,COVID-19,Dec,17
LTCH,COVID-19,Dec,11
LTCH,COVID-19,Dec,10
LTCH,COVID-19,Dec,8
LTCH,COVID-19,Dec,18
Hospital-Acute Care,COVID-19,Dec,8
LTCH,COVID-19,Dec,8
LTCH,Influenza,Dec,9
Hospital-Chronic Care,COVID-19,Dec,10
LTCH,COVID-19,Dec,8
Hospital-Chronic Care,COVID-19,Dec,16
Hospital-Chronic Care,COVID-19,Dec,14
LTCH,Respiratory syncytial virus,Dec,14
LTCH,COVID-19,Dec,34
Hospital-Acute Care,COVID-19,Dec,16
Retirement Home,Influenza,Dec,8
LTCH,COVID-19,Dec,22
LTCH,COVID-19,Dec,6
LTCH,COVID-19,Dec,11
LTCH,COVID-19,Dec,9
LTCH,COVID-19,Dec,13
Hospital-Chronic Care,COVID-19,Dec,10
LTCH,Respiratory syncytial virus,Dec,5
LTCH,COVID-19,Dec,36
Retirement Home,Respiratory syncytial virus,Dec,24
LTCH,COVID-19,Dec,21
Hospital-Chronic Care,COVID-19,Dec,13
Retirement Home,Influenza,Dec,6
Hospital-Chronic Care,COVID-19,Dec,7
Hospital-Chronic Care,COVID-19,Dec,9
LTCH,COVID-19,Dec,7
LTCH,Influenza,Dec,9
Retirement Home,COVID-19,Dec,12
Retirement Home,COVID-19,Dec,13
LTCH,COVID-19,Dec,6
Retirement Home,COVID-19,Dec,12
Hospital-Chronic Care,COVID-19,Dec,8
Hospital-Acute Care,COVID-19,Dec,10
LTCH,COVID-19,Dec,12
Retirement Home,COVID-19,Dec,13
LTCH,COVID-19,Dec,16
Retirement Home,COVID-19,Dec,23
LTCH,COVID-19,Dec,9
Hospital-Chronic Care,COVID-19,Dec,7
Hospital-Acute Care,COVID-19,Dec,7
LTCH,COVID-19,Dec,23
Retirement Home,COVID-19,Dec,14
LTCH,COVID-19,Dec,21
Hospital-Psychiatric,COVID-19,Dec,8
Hospital-Acute Care,COVID-19,Dec,12
LTCH,Influenza,Dec,11
Retirement Home,COVID-19,Dec,9
Hospital-Acute Care,COVID-19,Dec,6
Hospital-Acute Care,COVID-19,Dec,9
Retirement Home,Respiratory syncytial virus,Dec,12
LTCH,COVID-19,Dec,11
Hospital-Chronic Care,COVID-19,Dec,15
LTCH,Enterovirus/Rhinovirus,Nov,8
LTCH,COVID-19,Nov,14
Hospital-Chronic Care,COVID-19,Nov,16
Hospital-Chronic Care,COVID-19,Nov,15
Hospital-Acute Care,COVID-19,Nov,11
Retirement Home,COVID-19,Nov,14
Retirement Home,COVID-19,Nov,42
Hospital-Chronic Care,COVID-19,Nov,5
Hospital-Chronic Care,COVID-19,Nov,8
Hospital-Chronic Care,COVID-19,Nov,7
Retirement Home,COVID-19,Nov,7
LTCH,COVID-19,Nov,11
Hospital-Chronic Care,COVID-19,Nov,11
Hospital-Acute Care,COVID-19,Nov,10
LTCH,Influenza,Nov,9
LTCH,COVID-19,Nov,31
Hospital-Chronic Care,COVID-19,Nov,8
Hospital-Chronic Care,Influenza,Nov,11
Hospital-Chronic Care,COVID-19,Nov,7
LTCH,COVID-19,Nov,16
Hospital-Chronic Care,COVID-19,Nov,14
Hospital-Chronic Care,COVID-19,Nov,15
Hospital-Chronic Care,COVID-19,Nov,18
LTCH,COVID-19,Nov,33
Retirement Home,COVID-19,Nov,19
LTCH,COVID-19,Nov,12
LTCH,COVID-19,Nov,25
LTCH,COVID-19,Nov,24
LTCH,Coronavirus,Nov,7
LTCH,COVID-19,Nov,8
Hospital-Chronic Care,COVID-19,Nov,14
Hospital-Acute Care,COVID-19,Nov,11
Retirement Home,COVID-19,Nov,11
LTCH,COVID-19,Nov,11
Hospital-Acute Care,COVID-19,Nov,18
Hospital-Chronic Care,COVID-19,Nov,9
LTCH,Respiratory syncytial virus,Nov,8
Hospital-Acute Care,COVID-19,Nov,6
Hospital-Chronic Care,COVID-19,Nov,7
LTCH,COVID-19,Nov,24
LTCH,COVID-19,Nov,21
Hospital-Chronic Care,COVID-19,Nov,25
Retirement Home,COVID-19,Nov,22
Hospital-Chronic Care,COVID-19,Nov,8
LTCH,COVID-19,Nov,10
Hospital-Psychiatric,COVID-19,Nov,6
LTCH,COVID-19,Nov,7
LTCH,COVID-19,Nov,22
LTCH,COVID-19,Nov,23
Retirement Home,COVID-19,Nov,42
Hospital-Chronic Care,Parainfluenza,Nov,10
Hospital-Chronic Care,COVID-19,Nov,15
Hospital-Acute Care,COVID-19,Nov,7
LTCH,COVID-19,Nov,18
Retirement Home,COVID-19,Nov,12
LTCH,COVID-19,Nov,12
LTCH,COVID-19,Nov,11
LTCH,COVID-19,Nov,11
LTCH,COVID-19,Nov,12
Hospital-Chronic Care,COVID-19,Nov,21
Hospital-Chronic Care,COVID-19,Nov,8
Hospital-Chronic Care,COVID-19,Nov,18
Hospital-Chronic Care,COVID-19,Nov,14
Retirement Home,COVID-19,Nov,13
